Regnr;Artikelnaam;Maximumprijs;Eenheid
24103=;11106 LABETALOL HCL MYLAN TABLET 100MG;0,113706;STUK
24104=;11107 LABETALOL HCL MYLAN TABLET 200MG;0,177534;STUK
28444=;13949 LABETALOL HCL SANDOZ TABLET 100MG;0,113706;STUK
28445=;13950 LABETALOL HCL SANDOZ TABLET 200MG;0,177534;STUK
13949;LABETALOL HCL TEVA TABLET 100MG;0,113706;STUK
13950;LABETALOL HCL TEVA TABLET 200MG;0,177534;STUK
114064;LACIDIPINE DOUBLE‐E PHARMA TABLET FILMOMHULD 4MG;0,379435;STUK
105980;LACIDIPINE TEVA TABLET FILMOMHULD 2MG;0,257439;STUK
105981;LACIDIPINE TEVA TABLET FILMOMHULD 4MG;0,379435;STUK
19115;LAMICTAL DISPERS KAUW/DISPERGEERBARE TABLET 5MG;0,174509;STUK
122539//19116;LAMICTAL DISPERS KAUW/DISPERGEERBARE TABLET 25MG;0,159254;STUK
19116;LAMICTAL DISPERS KAUW/DISPERGEERBARE TABLET 25MG;0,159254;STUK
119853//20926;LAMICTAL DISPERS KAUW/DISPERGEERBARE TABLET 50MG;0,193239;STUK
20926;LAMICTAL DISPERS KAUW/DISPERGEERBARE TABLET 50MG;0,193239;STUK
122538//19117;LAMICTAL DISPERS KAUW/DISPERGEERBARE TABLET 100MG;0,385160;STUK
19117;LAMICTAL DISPERS KAUW/DISPERGEERBARE TABLET 100MG;0,385160;STUK
20927;LAMICTAL DISPERS KAUW/DISPERGEERBARE TABLET 200MG;0,494980;STUK
111864;LAMIVUDINE ACCORD TABLET FILMOMHULD 150MG;1,636909;STUK
EU/1/09/596/007;LAMIVUDINE TEVA TABLET FILMOMHULD 150MG;1,636909;STUK
EU/1/09/596/014;LAMIVUDINE TEVA TABLET FILMOMHULD 300MG;3,389975;STUK
107779;LAMIVUDINE/ZIDOVUDINE MYLAN TABL FILMOMH 150/300MG;3,762516;STUK
108926;LAMIVUDINE/ZIDOVUDINE SANDOZ TAB FILMOMH 150/300MG;3,762516;STUK
EU/1/10/663/001;LAMIVUDINE/ZIDOVUDINE TEVA TABL FILMOMH 150/300MG;3,762516;STUK
105240;LAMOTRIGINE AUROBINDO DISPERGEERBAAR TABLET 25MG;0,159254;STUK
105241;LAMOTRIGINE AUROBINDO DISPERGEERBAAR TABLET 50MG;0,193239;STUK
105242;LAMOTRIGINE AUROBINDO DISPERGEERBAAR TABLET 100MG;0,385160;STUK
105243;LAMOTRIGINE AUROBINDO DISPERGEERBAAR TABLET 200MG;0,494980;STUK
29665;LAMOTRIGINE CF DISPERS TABLET 5MG;0,174509;STUK
29666;LAMOTRIGINE CF DISPERS TABLET 25MG;0,159254;STUK
29667;LAMOTRIGINE CF DISPERS TABLET 50MG;0,193239;STUK
29668;LAMOTRIGINE CF DISPERS TABLET 100MG;0,385160;STUK
29669;LAMOTRIGINE CF DISPERS TABLET 200MG;0,494980;STUK
30302;LAMOTRIGINE MYLAN DISPERS TABLET 25MG;0,159254;STUK
30303;LAMOTRIGINE MYLAN DISPERS TABLET 50MG;0,193239;STUK
30304;LAMOTRIGINE MYLAN DISPERS TABLET 100MG;0,385160;STUK
30305;LAMOTRIGINE MYLAN DISPERS TABLET 200MG;0,494980;STUK
29546;LAMOTRIGINE SANDOZ DISPERS TABLET 25MG;0,159254;STUK
29547;LAMOTRIGINE SANDOZ DISPERS TABLET 50MG;0,193239;STUK
29548;LAMOTRIGINE SANDOZ DISPERS TABLET 100MG;0,385160;STUK
29549;LAMOTRIGINE SANDOZ DISPERS TABLET 200MG;0,494980;STUK
29708;LAMOTRIGINE TEVA DISPERS TABLET 5MG;0,174509;STUK
29709;LAMOTRIGINE TEVA DISPERS TABLET 25MG;0,159254;STUK
29710;LAMOTRIGINE TEVA DISPERS TABLET 50MG;0,193239;STUK
29711;LAMOTRIGINE TEVA DISPERS TABLET 100MG;0,385160;STUK
29712;LAMOTRIGINE TEVA DISPERS TABLET 200MG;0,494980;STUK
1365;LANOXIN PG ELIXER 0,05MG/ML;0,072069;ML
119431//8963;LANOXIN TABLET 0,125MG;0,053821;STUK
119722//8963;LANOXIN TABLET 0,125MG;0,053821;STUK
120450//8963;LANOXIN TABLET 0,125MG;0,053821;STUK
120995//8963;LANOXIN TABLET 0,125MG;0,053821;STUK
121838//8963;LANOXIN TABLET 0,125MG;0,053821;STUK
8963;LANOXIN TABLET 0,125MG;0,053821;STUK
119535//1363;LANOXIN TABLET 0,25MG;0,060398;STUK
121000//1363;LANOXIN TABLET 0,25MG;0,060398;STUK
121837//1363;LANOXIN TABLET 0,25MG;0,060398;STUK
122010//1363;LANOXIN TABLET 0,25MG;0,060398;STUK
124568//1363;LANOXIN TABLET 0,25MG;0,060398;STUK
1363;LANOXIN TABLET 0,25MG;0,060398;STUK
32791;LANSOPRAZOL MYLAN CAPSULE MSR 15MG;0,147899;STUK
32792;LANSOPRAZOL MYLAN CAPSULE MSR 30MG;0,232781;STUK
EU/1/00/134/012;LANTUS INJ 100E/ML FLACON 10ML;3,422299;ML
EU/1/00/134/006;LANTUS INJ 100E/ML PATROON 3ML;2,930538;ML
EU/1/00/134/025;LANTUS OPTICLIK INJ 100E/ML PATROON 3ML;2,930538;ML
EU/1/00/134/010;LANTUS OPTISET INJ 100E/ML PEN 3ML;2,906331;ML
EU/1/00/134/033;LANTUS SOLOSTAR INJ 100E/ML PEN 3ML;2,906331;ML
7070;LANVIS TABLET 40MG;5,267957;STUK
EU/1/16/1143/002;LARTRUVO INFVLST CONC 10MG/ML FLACON 19ML;25,563725;ML
EU/1/16/1143/001;LARTRUVO INFVLST CONC 10MG/ML FLACON 50ML;25,563725;ML
10129;LASIX RETARD CAPSULE 60MG;0,146800;STUK
15018;LASIX TABLET 500MG;0,875386;STUK
102633;LATANOPROST ACTAVIS OOGDRUPPELS 50MCG/ML FL 2,5ML;3,148828;ML
102638;LATANOPROST MYLAN OOGDRUPPELS 50MCG/ML FLAC 2,5ML;3,148828;ML
106487;LATANOPROST POS OOGDRUPPELS 50MCG/ML FLACON 2,5ML;3,148828;ML
110118;LATANOPROST/TIMOLOL MYL OOGDR 0,05/5MG/ML FL 2,5ML;3,472932;ML
109269;LATANOPROST/TIMOLOL SDZ OOGDR 0,05/5MG/ML FL 2,5ML;3,472932;ML
110119;LATANOPROST/TIMOLOL TEV OOGDR 0,05/5MG/ML FL 2,5ML;3,472932;ML
115436;LATANOPROST/TIMOLOL WAR OOGDR 0,05/5MG/ML FL 2,5ML;3,472932;ML
106344;LEFLUNOMIDE MYLAN TABLET FILMOMHULD 10MG;1,042342;STUK
EU/1/10/654/001;LEFLUNOMIDE RP TABLET FILMOMHULD 10MG;1,042342;STUK
EU/1/10/654/003;LEFLUNOMIDE RP TABLET FILMOMHULD 20MG;1,352067;STUK
10015;LENDORMIN TABLET 0,25MG;0,261329;STUK
EU/1/15/1002/001;LENVIMA CAPSULE 4MG;60,160471;STUK
EU/1/15/1002/002;LENVIMA CAPSULE 10MG;59,337554;STUK
10459;LEPONEX TABLET 25MG;0,125898;STUK
10460;LEPONEX TABLET 100MG;0,424674;STUK
118549//10460;LEPONEX TABLET 100MG;0,424674;STUK
101998;LERCANIDIPINE HCL ACTAVIS TABLET OMHULD 20MG;0,202696;STUK
101997;LERCANIDIPINE HCL AUROBINDO TABLET OMHULD 10MG;0,168865;STUK
101998;LERCANIDIPINE HCL AUROBINDO TABLET OMHULD 20MG;0,202696;STUK
102330;LERCANIDIPINE HCL MYLAN TABLET OMHULD 10MG;0,168865;STUK
102333;LERCANIDIPINE HCL MYLAN TABLET OMHULD 20MG;0,202696;STUK
103614;LERCANIDIPINE HCL PCH TABLET OMHULD 10MG;0,168865;STUK
103615;LERCANIDIPINE HCL PCH TABLET OMHULD 20MG;0,202696;STUK
102327;LERCANIDIPINE HCL SANDOZ TABLET OMHULD 10MG;0,168865;STUK
102328;LERCANIDIPINE HCL SANDOZ TABLET OMHULD 20MG;0,202696;STUK
20813;LERDIP TABLET OMHULD 10MG;0,168865;STUK
28644;LERDIP TABLET OMHULD 20MG;0,202696;STUK
101314;LERTEC TABLET FILMOMHULD 10/10MG;0,246468;STUK
101315;LERTEC TABLET FILMOMHULD 20/10MG;0,264518;STUK
18720;LESCOL CAPSULE 40MG;0,134016;STUK
119599//25187;LESCOL XL TABLET MVA 80MG;0,346492;STUK
25187;LESCOL XL TABLET MVA 80MG;0,346492;STUK
104889;LETROMAN TABLET FILMOMHULD 2,5MG;1,138435;STUK
102441;LETROZOL ACCORD TABLET FILMOMHULD 2,5MG;1,138435;STUK
106321;LETROZOL SANDOZ TABLET FILMOMHULD 2,5MG;1,138435;STUK
256;LEUKERAN TABLET FILMOMHULD 2MG;1,965116;STUK
30594;LEUPRORELINE SANDOZ DEPOT 3 MND IMPL 5MG IN WWSP;263,015000;STUK
116050//30197;LEUPRORELINE‐AC EUR‐PH PDS DEP INJP WWS 3,75MG+SV;109,769306;STUK
16844;LEUSTATIN INFVLST CONC 1MG/ML FLACON 10ML;28,513013;ML
109342;LEVACT INFUSIEPOEDER FLACON 25MG;53,925316;STUK
109342;LEVACT INFUSIEPOEDER FLACON 100MG;235,685269;STUK
EU/1/04/278/005;LEVEMIR FLEXPEN INJ 100E/ML PEN 3ML;3,499314;ML
EU/1/04/278/008;LEVEMIR INNOLET INJ 100E/ML PEN 3ML;3,499314;ML
EU/1/04/278/002;LEVEMIR PENFILL INJ 100E/ML PATROON 3ML;3,429587;ML
EU/1/04/278/003;LEVEMIR PENFILL INJ 100E/ML PATROON 3ML;3,429587;ML
108783;LEVETIRACETAM AUROBINDO DRANK 100MG/ML;0,138537;ML
108582;LEVETIRACETAM AUROBINDO TABLET FILMOMHULD 250MG;0,224452;STUK
108583;LEVETIRACETAM AUROBINDO TABLET FILMOMHULD 500MG;0,386176;STUK
108585;LEVETIRACETAM AUROBINDO TABLET FILMOMHULD 1000MG;0,662520;STUK
108472;LEVETIRACETAM CF TABLET FILMOMHULD 250MG;0,224452;STUK
108475;LEVETIRACETAM CF TABLET FILMOMHULD 500MG;0,386176;STUK
EU/1/13/889/001;LEVETIRACETAM HOSPIRA INFVLST CONC 100MG/ML FL 5ML;2,599922;ML
EU/1/11/702/001;LEVETIRACETAM RP DRANK 100MG/ML;0,138537;ML
108489;LEVETIRACETAM SANDOZ TABLET FILMOMHULD 250MG;0,224452;STUK
108491;LEVETIRACETAM SANDOZ TABLET FILMOMHULD 500MG;0,386176;STUK
108493;LEVETIRACETAM SANDOZ TABLET FILMOMHULD 1000MG;0,662520;STUK
EU/1/11/701/004;LEVETIRACETAM TEVA TABLET FILMOMHULD 250MG;0,224452;STUK
EU/1/11/701/011;LEVETIRACETAM TEVA TABLET FILMOMHULD 500MG;0,386176;STUK
EU/1/11/701/025;LEVETIRACETAM TEVA TABLET FILMOMHULD 1000MG;0,662520;STUK
100232//11193;LEVOCARNITINE DRANK 100MG/ML;0,217532;ML
102436//11193;LEVOCARNITINE ERC DRANK 100MG/ML;0,217532;ML
102860;LEVOCETIRIZINE DIHCL AUROBINDO TABLET FO 5MG;0,173650;STUK
120202//33414;LEVOCETIRIZINE DIHCL FISHER DRANK 0,5MG/ML;0,091688;ML
101132;LEVOCETIRIZINE DIHCL MYLAN TABLET 5MG;0,173650;STUK
34946;LEVOCETIRIZINE DIHCL PCH TABLET FO 5MG;0,173650;STUK
102859;LEVOCETIRIZINE DIHCL SANDOZ TABLET FO 5MG;0,173650;STUK
34752;LEVODOPA/BENSERAZIDE PCH CAPSULE 50/12,5MG;0,062916;STUK
34753;LEVODOPA/BENSERAZIDE PCH CAPSULE 100/25MG;0,101961;STUK
102236;LEVODOPA/BENSERAZIDE PCH TABLET 200/50MG;0,192637;STUK
109865;LEVODOPA/CARBIDOPA ACC 250 RET TABLET MGA 200/50MG;0,269363;STUK
110061;LEVODOPA/CARBIDOPA MYLAN 125 TABLET 100/25MG;0,131746;STUK
21676;LEVODOPA/CARBIDOPA PCH 110 TABLET 100/10MG;0,105718;STUK
21677;LEVODOPA/CARBIDOPA PCH 125 TABLET 100/25MG;0,131746;STUK
21678;LEVODOPA/CARBIDOPA PCH 275 TABLET 250/25MG;0,253729;STUK
26892;LEVODOPA/CARBIDOPA SDZ 125 RET TABLET MGA 100/25MG;0,184222;STUK
26893;LEVODOPA/CARBIDOPA SDZ 250 RET TABLET MGA 200/50MG;0,269363;STUK
27059;LEVODOPA/CARBIDOPA TEV 125 RET TABLET MGA 100/25MG;0,184222;STUK
27060;LEVODOPA/CARBIDOPA TEV 250 RET TABLET MGA 200/50MG;0,269363;STUK
116255;LEVODOPA/CARBIDOPA/ENTACAP ACC T F 50/12,5/200MG;0,530784;STUK
116256;LEVODOPA/CARBIDOPA/ENTACAP ACC T F 75/18,75/200MG;0,576653;STUK
116258;LEVODOPA/CARBIDOPA/ENTACAP ACC T F 100/25/200MG;0,545377;STUK
116261;LEVODOPA/CARBIDOPA/ENTACAP ACC T F 200/50/200MG;0,566285;STUK
114515;LEVODOPA/CARBIDOPA/ENTACAP AUR T F 100/25/200MG;0,545377;STUK
114516;LEVODOPA/CARBIDOPA/ENTACAP AUR T F 125/31,25/200MG;0,582777;STUK
114517;LEVODOPA/CARBIDOPA/ENTACAP AUR T F 150/37,5/200MG;0,556088;STUK
114519;LEVODOPA/CARBIDOPA/ENTACAP AUR T F 200/50/200MG;0,566285;STUK
116866;LEVODOPA/CARBIDOPA/ENTACAP MYL T F 50/12,5/200MG;0,530784;STUK
116867;LEVODOPA/CARBIDOPA/ENTACAP MYL T F 75/18,75/200MG;0,576653;STUK
116868;LEVODOPA/CARBIDOPA/ENTACAP MYL T F 100/25/200MG;0,545377;STUK
116869;LEVODOPA/CARBIDOPA/ENTACAP MYL T F 125/31,25/200MG;0,582777;STUK
116870;LEVODOPA/CARBIDOPA/ENTACAP MYL T F 150/37,5/200MG;0,556088;STUK
116872;LEVODOPA/CARBIDOPA/ENTACAP MYL T F 200/50/200MG;0,566285;STUK
114520;LEVODOPA/CARBIDOPA/ENTACAP TEV T F 50/12,5/200MG;0,530784;STUK
114521;LEVODOPA/CARBIDOPA/ENTACAP TEV T F 75/18,75/200MG;0,576653;STUK
114522;LEVODOPA/CARBIDOPA/ENTACAP TEV T F 100/25/200MG;0,545377;STUK
114523;LEVODOPA/CARBIDOPA/ENTACAP TEV T F 125/31,25/200MG;0,582777;STUK
114524;LEVODOPA/CARBIDOPA/ENTACAP TEV T F 150/37,5/200MG;0,556088;STUK
114526;LEVODOPA/CARBIDOPA/ENTACAP TEV T F 200/50/200MG;0,566285;STUK
106367;LEVOFLOXACINE BLUEFISH TABLET FILMOMHULD 250MG;0,742183;STUK
106370;LEVOFLOXACINE BLUEFISH TABLET FILMOMHULD 500MG;1,561435;STUK
108785;LEVOFLOXACINE CLARIS INFVLST 5MG/ML FLACON 100ML;0,240777;ML
108785;LEVOFLOXACINE CLARIS INFVLST 5MG/ML ZAK 100ML;0,240777;ML
102216;LEVOFLOXACINE FRES KABI INFVLST 5MG/ML ZAK 100ML;0,240777;ML
102704;LEVOFLOXACINE PCH TABLET FILMOMHULD 250MG;0,742183;STUK
102705;LEVOFLOXACINE PCH TABLET FILMOMHULD 500MG;1,561435;STUK
100799;LEVOFLOXACINE SANDOZ TABLET FILMOMHULD 250MG;0,742183;STUK
100802;LEVOFLOXACINE SANDOZ TABLET FILMOMHULD 500MG;1,561435;STUK
57234;LEVOTHYROXINE NYCOMED TABLET 50MCG;0,033780;STUK
108557;LEVOTHYROXINENATRIUM TEVA TABLET 125MCG;0,052411;STUK
108558;LEVOTHYROXINENATRIUM TEVA TABLET 150MCG;0,063501;STUK
108559;LEVOTHYROXINENATRIUM TEVA TABLET 175MCG;0,067621;STUK
108560;LEVOTHYROXINENATRIUM TEVA TABLET 200MCG;0,074127;STUK
117233//35339;LEXAPRO DRUPPELS 20MG/ML;0,916878;ML
35339;LEXAPRO DRUPPELS 20MG/ML;0,916878;ML
30495;LEXAPRO TABLET FILMOMHULD 10MG;0,205464;STUK
30496;LEXAPRO TABLET FILMOMHULD 15MG;0,174824;STUK
30497;LEXAPRO TABLET FILMOMHULD 20MG;0,293597;STUK
6347;LIORESAL TABLET 10MG;0,084529;STUK
2806;LIPIODOL ULTRA FLUIDE INJVLST 480MGI/ML AMPUL 10ML;21,899421;ML
107607;LIPITOR KAUWTABLET 10MG;0,619969;STUK
107608;LIPITOR KAUWTABLET 20MG;0,867363;STUK
21081;LIPITOR TABLET OMHULD 10MG;0,153027;STUK
119436//21082;LIPITOR TABLET OMHULD 20MG;0,238035;STUK
21082;LIPITOR TABLET OMHULD 20MG;0,238035;STUK
119435//21083;LIPITOR TABLET OMHULD 40MG;0,253454;STUK
21083;LIPITOR TABLET OMHULD 40MG;0,253454;STUK
107234;LIPOSIC OOGGEL 2MG/G TUBE 10G;0,306156;G
110177//107234;LIPOSIC OOGGEL 2MG/G TUBE 10G;0,306156;G
27708;LISINOPRIL ACTAVIS TABLET 5MG;0,078529;STUK
27709;LISINOPRIL ACTAVIS TABLET 10MG;0,113151;STUK
27710;LISINOPRIL ACTAVIS TABLET 20MG;0,134096;STUK
27122;LISINOPRIL APOTEX TABLET 10MG;0,113151;STUK
27123;LISINOPRIL APOTEX TABLET 20MG;0,134096;STUK
26361;LISINOPRIL CF TABLET 5MG;0,078529;STUK
26362;LISINOPRIL CF TABLET 10MG;0,113151;STUK
26363;LISINOPRIL CF TABLET 20MG;0,134096;STUK
27913;LISINOPRIL MYLAN TABLET 10MG;0,113151;STUK
27914;LISINOPRIL MYLAN TABLET 20MG;0,134096;STUK
28424;LISINOPRIL SANDOZ TABLET 5MG;0,078529;STUK
28425;LISINOPRIL SANDOZ TABLET 10MG;0,113151;STUK
28426;LISINOPRIL SANDOZ TABLET 20MG;0,134096;STUK
26331;LISINOPRIL TEVA TABLET 5MG;0,078529;STUK
26332;LISINOPRIL TEVA TABLET 10MG;0,113151;STUK
26333;LISINOPRIL TEVA TABLET 20MG;0,134096;STUK
29136;LISINOPRIL/HYDROCHLOORTH APOTEX TABLET 20/12,5MG;0,154192;STUK
27891;LISINOPRIL/HYDROCHLOORTH AUROBINDO TABL 20/12,5MG;0,154192;STUK
29994;LISINOPRIL/HYDROCHLOORTH CF TABLET 20/12,5MG;0,154192;STUK
30613;LISINOPRIL/HYDROCHLOORTH MYLAN TABLET 20/12,5MG;0,154192;STUK
29673;LISINOPRIL/HYDROCHLOORTH SANDOZ TABLET 20/12,5MG;0,154192;STUK
28302;LISINOPRIL/HYDROCHLOORTH TEVA TABLET 20/12,5MG;0,154192;STUK
EU/1/04/275/002;LITAK INJVLST 2MG/ML FLACON 5ML;63,684800;ML
55992;LITHIUMCARBONAAT TEVA TABLET 400MG;0,190440;STUK
11146;LIVIAL TABLET 2,5MG;0,588664;STUK
13968;LIVOCAB OOGDRUPPELS 0,5MG/ML FLACON 4ML;1,699084;ML
23091//13968;LIVOCAB OOGDRUPPELS 0,5MG/ML FLACON 4ML;1,699084;ML
EU/1/15/993/001;LIXIANA TABLET FILMOMHULD 15MG;2,389544;STUK
EU/1/15/993/005;LIXIANA TABLET FILMOMHULD 30MG;2,237343;STUK
EU/1/15/993/011;LIXIANA TABLET FILMOMHULD 30MG;2,237343;STUK
EU/1/15/993/014;LIXIANA TABLET FILMOMHULD 30MG;2,237343;STUK
EU/1/15/993/018;LIXIANA TABLET FILMOMHULD 60MG;2,237343;STUK
EU/1/15/993/024;LIXIANA TABLET FILMOMHULD 60MG;2,237343;STUK
EU/1/15/993/027;LIXIANA TABLET FILMOMHULD 60MG;2,237343;STUK
5901;LOCASALEN ZALF;0,321330;G
112424//16163;LOCOID CRELO HUIDEMULSIE 1MG/G;0,092041;G
113408//16163;LOCOID CRELO HUIDEMULSIE 1MG/G;0,092041;G
16163;LOCOID CRELO HUIDEMULSIE 1MG/G;0,092041;G
113775//5911;LOCOID CREME 1MG/G;0,110662;G
5911;LOCOID CREME 1MG/G;0,110662;G
15680//5911;LOCOID HYDROFIELE CREME 0,1%;0,110662;G
112447//5910;LOCOID SCALP LOTION 1MG/ML;0,101012;ML
113530//5910;LOCOID SCALP LOTION 1MG/ML;0,101012;ML
113647//5910;LOCOID SCALP LOTION 1MG/ML;0,101012;ML
117909//5910;LOCOID SCALP LOTION 1MG/ML;0,101012;ML
5910;LOCOID SCALP LOTION 1MG/ML;0,101012;ML
23502//9344;LOCOID VETCREME 1MG/G;0,110662;G
9344;LOCOID VETCREME 1MG/G;0,110662;G
109834//15099;LOMIR SRO CAPSULE MGA 5MG;0,381196;STUK
123367//8426;LONNOTEN TABLET 10MG;0,808884;STUK
8426;LONNOTEN TABLET 10MG;0,808884;STUK
EU/1/13/856/001;LONQUEX INJVLST 10MG/ML WWSP 0,6ML;1739,815948;ML
13827;LOPID TABLET 600MG;0,480698;STUK
15466;LOPROX HYDROFIELE CREME 10MG/G;0,127654;G
57547;LORAZEPAM APOTEX TABLET 1MG;0,089778;STUK
57548;LORAZEPAM APOTEX TABLET 2,5MG;0,166817;STUK
55938;LORAZEPAM CF TABLET 1MG;0,089778;STUK
28845=;19696 LORAZEPAM MYLAN TABLET 2,5MG;0,166817;STUK
119556;LORAZEPAM PROLEPHA TABLET 1MG;0,089778;STUK
119557;LORAZEPAM PROLEPHA TABLET 2,5MG;0,166817;STUK
24657;LORMETAZEPAM APOTEX TABLET 1MG;0,141744;STUK
24658;LORMETAZEPAM APOTEX TABLET 2MG;0,170962;STUK
18246;LORMETAZEPAM AUROBINDO TABLET 1MG;0,141744;STUK
18247;LORMETAZEPAM AUROBINDO TABLET 2MG;0,170962;STUK
25956=;23458 LORMETAZEPAM MYLAN TABLET 1MG;0,141744;STUK
25957=;23459 LORMETAZEPAM MYLAN TABLET 2MG;0,170962;STUK
56771;LORMETAZEPAM PCH TABLET 1MG;0,141744;STUK
56772;LORMETAZEPAM PCH TABLET 2MG;0,170962;STUK
16364;LORMETAZEPAM SANDOZ TABLET 1MG;0,141744;STUK
16365;LORMETAZEPAM SANDOZ TABLET 2MG;0,170962;STUK
56771;LORMETAZEPAM TEVA TABLET 1MG;0,141744;STUK
56772;LORMETAZEPAM TEVA TABLET 2MG;0,170962;STUK
105819;LOSARTAN KALIUM AUROBINDO TABLET OMHULD 100MG;0,219833;STUK
34401;LOSARTAN KALIUM CF TABLET OMHULD 50MG;0,202062;STUK
33986;LOSARTAN KALIUM MYLAN TABLET OMHULD 100MG;0,219833;STUK
34189;LOSARTAN KALIUM PCH TABLET OMHULD 50MG;0,202062;STUK
34190;LOSARTAN KALIUM PCH TABLET OMHULD 100MG;0,219833;STUK
34061;LOSARTAN KALIUM/HCT PCH TABLET FILMOMH 50/12,5MG;0,212662;STUK
21683;LOSEC MUPS TABLET MSR 10MG;0,266389;STUK
119909//21684;LOSEC MUPS TABLET MSR 20MG;0,447147;STUK
21684;LOSEC MUPS TABLET MSR 20MG;0,447147;STUK
119910//21685;LOSEC MUPS TABLET MSR 40MG;0,931893;STUK
21685;LOSEC MUPS TABLET MSR 40MG;0,931893;STUK
21187;LOVETTE TABLET OMHULD;0,111480;STUK
EU/1/06/374/001;LUCENTIS INJVLST 10MG/ML FLACON 0,23ML;3219,923737;ML
EU/1/06/374/004;LUCENTIS INJVLST 10MG/ML FLACON 0,23ML;3219,923737;ML
EU/1/06/374/003;LUCENTIS INJVLST 10MG/ML WWSP 0,165ML;4484,104552;ML
100350//30197;LUCRIN PDS DEPOT INJPDR WWSP 3,75MG + SOLVENS 1ML;109,769306;STUK
109619//30197;LUCRIN PDS DEPOT INJPDR WWSP 3,75MG + SOLVENS 1ML;109,769306;STUK
30197;LUCRIN PDS DEPOT INJPDR WWSP 3,75MG + SOLVENS 1ML;109,769306;STUK
105210//30198;LUCRIN PDS DEPOT INJPDR WWSP 11,25MG + SOLVENS 1ML;328,810835;STUK
109620//30198;LUCRIN PDS DEPOT INJPDR WWSP 11,25MG + SOLVENS 1ML;328,810835;STUK
116088//30198;LUCRIN PDS DEPOT INJPDR WWSP 11,25MG + SOLVENS 1ML;328,810835;STUK
117560//30198;LUCRIN PDS DEPOT INJPDR WWSP 11,25MG + SOLVENS 1ML;328,810835;STUK
120930//30198;LUCRIN PDS DEPOT INJPDR WWSP 11,25MG + SOLVENS 1ML;328,810835;STUK
30198;LUCRIN PDS DEPOT INJPDR WWSP 11,25MG + SOLVENS 1ML;328,810835;STUK
EU/1/02/205/003;LUMIGAN OOGDRUPPELS 0,1MG/ML FLACON 3ML;3,166660;ML
EU/1/02/205/001;LUMIGAN OOGDRUPPELS 0,3MG/ML FLACON 3ML;3,313289;ML
EU/1/02/205/002;LUMIGAN OOGDRUPPELS 0,3MG/ML FLACON 3ML;3,313289;ML
EU/1/02/205/006;LUMIGAN OOGDRUPPELS 0,3MG/ML MINIM 0,4ML;1,360995;ML
10919;LUTRELEF INJECTIEPOEDER FL 3,2MG+SOLV 10ML;329,475000;STUK
EU/1/14/959/001;LYNPARZA CAPSULE 50MG;11,156688;STUK
EU/1/04/279/003;LYRICA CAPSULE 25MG;0,289075;STUK
EU/1/04/279/011;LYRICA CAPSULE 75MG;0,389863;STUK
EU/1/04/279/012;LYRICA CAPSULE 75MG;0,389863;STUK
EU/1/04/279/013;LYRICA CAPSULE 75MG;0,389863;STUK
EU/1/04/279/027;LYRICA CAPSULE 75MG;0,389863;STUK
EU/1/04/279/017;LYRICA CAPSULE 150MG;0,478972;STUK
EU/1/04/279/018;LYRICA CAPSULE 150MG;0,478972;STUK
EU/1/04/279/019;LYRICA CAPSULE 150MG;0,478972;STUK
EU/1/04/279/028;LYRICA CAPSULE 150MG;0,478972;STUK
EU/1/04/279/024;LYRICA CAPSULE 300MG;0,662135;STUK
EU/1/04/279/029;LYRICA CAPSULE 300MG;0,662135;STUK
EU/1/04/273/001;LYSODREN TABLET 500MG;6,546639;STUK
EU/1/12/811/003;LYXUMIA 20 INJVLST 100MCG/ML PEN 3ML;12,018661;ML
EU/1/98/067/001;MABTHERA INFVLST CONCENTRAAT 10MG/ML FLACON 10ML;23,342699;ML
EU/1/98/067/002;MABTHERA INFVLST CONCENTRAAT 10MG/ML FLACON 50ML;23,342699;ML
EU/1/98/067/003;MABTHERA INJVLST 1400MG/11,7ML (120MG/ML) FLACON;156,169774;ML
8475;MADOPAR CAPSULE 62,5MG;0,062916;STUK
8475;MADOPAR CAPSULE 62,5MG;0,062916;STUK
19428;MADOPAR DISPER TABLET 125MG;0,113203;STUK
118062//12489;MADOPAR HBS CAPSULE MGA 125MG;0,146380;STUK
123170//12489;MADOPAR HBS CAPSULE MGA 125MG;0,146380;STUK
123360//12489;MADOPAR HBS CAPSULE MGA 125MG;0,146380;STUK
12489;MADOPAR HBS CAPSULE MGA 125MG;0,146380;STUK
23344//12489;MADOPAR HBS CAPSULE MGA 125MG;0,146380;STUK
11605;MADOPAR TABLET 250MG;0,192637;STUK
119842//11605;MADOPAR TABLET 250MG;0,192637;STUK
121655//11605;MADOPAR TABLET 250MG;0,192637;STUK
124144//11605;MADOPAR TABLET 250MG;0,192637;STUK
25386;MALARONE TABLET FILMOMHULD;2,001637;STUK
57518;MAPROTILINE HCL MYLAN TABLET 75MG;0,181580;STUK
57470;MAPROTILINE HCL TEVA TABLET 25MG;0,072783;STUK
57471;MAPROTILINE HCL TEVA TABLET 50MG;0,126225;STUK
3819;MARCOUMAR TABLET 3MG;0,080323;STUK
8859;MARVELON TABLET;0,129665;STUK
EU/1/11/711/004;MATEVER TABLET FILMOMHULD 250MG;0,224452;STUK
EU/1/11/711/011;MATEVER TABLET FILMOMHULD 500MG;0,386176;STUK
EU/1/11/711/025;MATEVER TABLET FILMOMHULD 1000MG;0,662520;STUK
